boat_COG	boat_heading	boat_lat	boat_lon	boat_speed	datetime	skiff_COG	skiff_heading	skiff_lat	skiff_lon	skiff_speed
266.98	328.454718862	60.77991	-148.006651667	4.368	2018-07-27 00:00:17	nan	nan	nan	nan	nan
266.98	327.47298404	60.77991	-148.006651667	4.368	2018-07-27 00:00:17	nan	nan	nan	nan	nan
266.98	327.77112327	60.77991	-148.006651667	4.368	2018-07-27 00:00:17	nan	nan	nan	nan	nan
266.98	327.699237516	60.77991	-148.006651667	4.368	2018-07-27 00:00:17	nan	nan	nan	nan	nan
266.98	328.220650178	60.77991	-148.006651667	4.368	2018-07-27 00:00:17	nan	nan	nan	nan	nan
266.98	328.075092722	60.77991	-148.006651667	4.368	2018-07-27 00:00:17	nan	nan	nan	nan	nan
266.98	327.090619551	60.77991	-148.006651667	4.368	2018-07-27 00:00:17	nan	nan	nan	nan	nan
266.98	327.774130817	60.77991	-148.006651667	4.368	2018-07-27 00:00:17	nan	nan	nan	nan	nan
266.98	327.696850556	60.77991	-148.006651667	4.368	2018-07-27 00:00:17	nan	nan	nan	nan	nan
266.98	328.59993388	60.77991	-148.006651667	4.368	2018-07-27 00:00:17	nan	nan	nan	nan	nan
266.98	328.836930609	60.77991	-148.006651667	4.368	2018-07-27 00:00:17	nan	nan	nan	nan	nan
266.98	327.623554829	60.77991	-148.006651667	4.368	2018-07-27 00:00:17	nan	nan	nan	nan	nan
266.98	328.817394055	60.77991	-148.006651667	4.368	2018-07-27 00:00:17	nan	nan	nan	nan	nan
266.98	329.607367922	60.77991	-148.006651667	4.368	2018-07-27 00:00:17	nan	nan	nan	nan	nan
266.98	329.828745906	60.77991	-148.006651667	4.368	2018-07-27 00:00:17	nan	nan	nan	nan	nan
266.98	329.899419013	60.77991	-148.006651667	4.368	2018-07-27 00:00:17	nan	nan	nan	nan	nan
266.98	329.175133237	60.77991	-148.006651667	4.368	2018-07-27 00:00:17	nan	nan	nan	nan	nan
266.98	329.876647739	60.77991	-148.006651667	4.368	2018-07-27 00:00:17	nan	nan	nan	nan	nan
266.98	328.817394055	60.77991	-148.006651667	4.368	2018-07-27 00:00:17	nan	nan	nan	nan	nan
266.98	328.730773885	60.77991	-148.006651667	4.368	2018-07-27 00:00:17	nan	nan	nan	nan	nan
266.98	327.320635245	60.77991	-148.006651667	4.368	2018-07-27 00:00:17	nan	nan	nan	nan	nan
266.98	327.013547634	60.77991	-148.006651667	4.368	2018-07-27 00:00:17	nan	nan	nan	nan	nan
266.98	329.419031575	60.77991	-148.006651667	4.368	2018-07-27 00:00:17	nan	nan	nan	nan	nan
266.98	327.036513682	60.77991	-148.006651667	4.368	2018-07-27 00:00:17	nan	nan	nan	nan	nan
266.98	328.0	60.77991	-148.006651667	4.368	2018-07-27 00:00:17	nan	nan	nan	nan	nan
266.98	329.871744965	60.77991	-148.006651667	4.368	2018-07-27 00:00:17	nan	nan	nan	nan	nan
266.98	328.073739701	60.77991	-148.006651667	4.368	2018-07-27 00:00:17	nan	nan	nan	nan	nan
266.98	329.894589412	60.77991	-148.006651667	4.368	2018-07-27 00:00:17	nan	nan	nan	nan	nan
266.98	329.995304032	60.77991	-148.006651667	4.368	2018-07-27 00:00:17	nan	nan	nan	nan	nan
266.98	329.77146974	60.77991	-148.006651667	4.368	2018-07-27 00:00:17	nan	nan	nan	nan	nan
266.98	329.552150993	60.77991	-148.006651667	4.368	2018-07-27 00:00:17	nan	nan	nan	nan	nan
266.98	329.362221132	60.77991	-148.006651667	4.368	2018-07-27 00:00:17	nan	nan	nan	nan	nan
266.98	329.08914217	60.77991	-148.006651667	4.368	2018-07-27 00:00:17	nan	nan	nan	nan	nan
266.98	328.0	60.77991	-148.006651667	4.368	2018-07-27 00:00:17	nan	nan	nan	nan	nan
266.98	328.661924357	60.77991	-148.006651667	4.368	2018-07-27 00:00:17	nan	nan	nan	nan	nan
266.98	327.778781873	60.77991	-148.006651667	4.368	2018-07-27 00:00:17	nan	nan	nan	nan	nan
266.98	329.023030189	60.77991	-148.006651667	4.368	2018-07-27 00:00:17	nan	nan	nan	nan	nan
266.98	328.951183532	60.77991	-148.006651667	4.368	2018-07-27 00:00:17	nan	nan	nan	nan	nan
266.98	329.075514076	60.77991	-148.006651667	4.368	2018-07-27 00:00:17	nan	nan	nan	nan	nan
266.98	329.718358002	60.77991	-148.006651667	4.368	2018-07-27 00:00:17	nan	nan	nan	nan	nan
266.98	329.678249723	60.77991	-148.006651667	4.368	2018-07-27 00:00:17	nan	nan	nan	nan	nan
266.98	330.174744115	60.77991	-148.006651667	4.368	2018-07-27 00:00:17	nan	nan	nan	nan	nan
266.98	329.393604512	60.77991	-148.006651667	4.368	2018-07-27 00:00:17	nan	nan	nan	nan	nan
266.98	329.225006077	60.77991	-148.006651667	4.368	2018-07-27 00:00:17	nan	nan	nan	nan	nan
266.98	329.940269326	60.77991	-148.006651667	4.368	2018-07-27 00:00:17	nan	nan	nan	nan	nan
266.98	330.538544598	60.77991	-148.006651667	4.368	2018-07-27 00:00:17	nan	nan	nan	nan	nan
266.98	330.104980952	60.77991	-148.006651667	4.368	2018-07-27 00:00:17	nan	nan	nan	nan	nan
266.98	330.93018552	60.77991	-148.006651667	4.368	2018-07-27 00:00:17	nan	nan	nan	nan	nan
266.98	330.296344782	60.77991	-148.006651667	4.368	2018-07-27 00:00:17	nan	nan	nan	nan	nan
266.98	330.052986962	60.77991	-148.006651667	4.368	2018-07-27 00:00:17	nan	nan	nan	nan	nan
266.98	330.099663393	60.77991	-148.006651667	4.368	2018-07-27 00:00:17	nan	nan	nan	nan	nan
266.98	330.370992885	60.77991	-148.006651667	4.368	2018-07-27 00:00:17	nan	nan	nan	nan	nan
278.34	331.889278439	60.78014	-148.036823333	4.393	2018-07-27 00:06:33	nan	nan	nan	nan	nan
278.34	331.584929601	60.78014	-148.036823333	4.393	2018-07-27 00:06:33	nan	nan	nan	nan	nan
278.34	331.823316089	60.78014	-148.036823333	4.393	2018-07-27 00:06:33	nan	nan	nan	nan	nan
278.34	333.219939048	60.78014	-148.036823333	4.393	2018-07-27 00:06:33	nan	nan	nan	nan	nan
282.25	332.150719901	60.780303333	-148.038405	4.429	2018-07-27 00:06:53	nan	nan	nan	nan	nan
282.25	331.795725506	60.780303333	-148.038405	4.429	2018-07-27 00:06:53	nan	nan	nan	nan	nan
283.01	331.447386852	60.780408333	-148.039181667	4.409	2018-07-27 00:07:03	nan	nan	nan	nan	nan
283.01	331.628532155	60.780408333	-148.039181667	4.409	2018-07-27 00:07:03	nan	nan	nan	nan	nan
284.75	332.398705355	60.780515	-148.03996	4.476	2018-07-27 00:07:13	nan	nan	nan	nan	nan
283.67	333.105892454	60.78056	-148.040373333	4.62	2018-07-27 00:07:18	nan	nan	nan	nan	nan
283.67	332.503259581	60.78056	-148.040373333	4.62	2018-07-27 00:07:18	nan	nan	nan	nan	nan
285.19	331.390828019	60.78066	-148.041176667	4.368	2018-07-27 00:07:28	nan	nan	nan	nan	nan
285.29	331.981198656	60.780725	-148.041558333	4.563	2018-07-27 00:07:33	nan	nan	nan	nan	nan
284.7	332.646830885	60.780798333	-148.042023333	4.563	2018-07-27 00:07:39	nan	nan	nan	nan	nan
284.4	331.218622111	60.780843333	-148.042331667	4.424	2018-07-27 00:07:43	nan	nan	nan	nan	nan
286.72	332.03024883	60.78091	-148.042798333	4.476	2018-07-27 00:07:49	nan	nan	nan	nan	nan
282.52	332.31341211	60.780975	-148.043195	4.676	2018-07-27 00:07:54	nan	nan	nan	nan	nan
286.04	332.026314632	60.781036667	-148.04359	4.501	2018-07-27 00:07:59	nan	nan	nan	nan	nan
288.46	331.786112035	60.781103333	-148.043978333	4.342	2018-07-27 00:08:04	nan	nan	nan	nan	nan
286.82	332.604960586	60.781158333	-148.044376667	4.522	2018-07-27 00:08:09	nan	nan	nan	nan	nan
285.27	331.935523394	60.781221667	-148.044768333	4.579	2018-07-27 00:08:14	nan	nan	nan	nan	nan
289.99	330.726310994	60.781281667	-148.045155	4.424	2018-07-27 00:08:19	nan	nan	nan	nan	nan
285.97	330.54480438	60.781335	-148.04555	4.368	2018-07-27 00:08:24	nan	nan	nan	nan	nan
286.61	331.140261218	60.78139	-148.045938333	4.398	2018-07-27 00:08:29	nan	nan	nan	nan	nan
282.31	330.495745721	60.781433333	-148.04634	4.465	2018-07-27 00:08:34	nan	nan	nan	nan	nan
283.4	330.657996039	60.781468333	-148.046741667	4.254	2018-07-27 00:08:39	nan	nan	nan	nan	nan
275.98	330.719505461	60.781485	-148.047173333	4.743	2018-07-27 00:08:44	nan	nan	nan	nan	nan
280.7	331.483271469	60.781515	-148.047593333	4.558	2018-07-27 00:08:49	nan	nan	nan	nan	nan
287.63	331.67320695	60.781573333	-148.047995	4.388	2018-07-27 00:08:54	nan	nan	nan	nan	nan
283.71	332.130468647	60.781616667	-148.048381667	4.393	2018-07-27 00:08:59	nan	nan	nan	nan	nan
287.01	332.991027838	60.781693333	-148.048755	4.548	2018-07-27 00:09:04	nan	nan	nan	nan	nan
288.82	332.430530447	60.781768333	-148.049121667	4.676	2018-07-27 00:09:09	nan	nan	nan	nan	nan
286.42	332.35631899	60.781831667	-148.049506667	4.681	2018-07-27 00:09:14	nan	nan	nan	nan	nan
290.73	332.969740728	60.7819	-148.049901667	4.26	2018-07-27 00:09:19	nan	nan	nan	nan	nan
292.98	332.746523143	60.781973333	-148.050288333	4.568	2018-07-27 00:09:24	nan	nan	nan	nan	nan
289.44	332.792448013	60.782048333	-148.050665	4.44	2018-07-27 00:09:29	nan	nan	nan	nan	nan
289.52	332.036078681	60.782123333	-148.05105	4.512	2018-07-27 00:09:34	nan	nan	nan	nan	nan
288.98	331.571968317	60.782198333	-148.051443333	4.63	2018-07-27 00:09:39	nan	nan	nan	nan	nan
290.36	331.234404938	60.782245	-148.051826667	4.29	2018-07-27 00:09:44	nan	nan	nan	nan	nan
286.63	331.116988599	60.782296667	-148.052203333	4.393	2018-07-27 00:09:49	nan	nan	nan	nan	nan
287.75	332.055749304	60.782348333	-148.052585	4.398	2018-07-27 00:09:54	nan	nan	nan	nan	nan
287.34	332.08561678	60.782388333	-148.052981667	4.362	2018-07-27 00:09:59	nan	nan	nan	nan	nan
286.69	332.734334389	60.782445	-148.05338	4.522	2018-07-27 00:10:04	nan	nan	nan	nan	nan
288.43	332.752048049	60.782505	-148.053781667	4.568	2018-07-27 00:10:09	nan	nan	nan	nan	nan
290.21	332.786999121	60.782575	-148.054183333	4.676	2018-07-27 00:10:14	nan	nan	nan	nan	nan
288.35	333.334019678	60.78264	-148.054595	4.589	2018-07-27 00:10:19	nan	nan	nan	nan	nan
292.42	332.752048049	60.782711667	-148.054981667	4.635	2018-07-27 00:10:24	nan	nan	nan	nan	nan
287.43	332.140569555	60.782778333	-148.055351667	4.398	2018-07-27 00:10:29	nan	nan	nan	nan	nan
288.49	332.978841556	60.782843333	-148.05573	4.615	2018-07-27 00:10:34	nan	nan	nan	nan	nan
287.95	333.282402178	60.782906667	-148.056111667	4.301	2018-07-27 00:10:39	nan	nan	nan	nan	nan
289.7	332.31341211	60.782968333	-148.056493333	4.409	2018-07-27 00:10:44	nan	nan	nan	nan	nan
287.42	332.181471213	60.783031667	-148.056873333	4.476	2018-07-27 00:10:49	nan	nan	nan	nan	nan
288.7	332.171170362	60.783091667	-148.057243333	4.177	2018-07-27 00:10:54	nan	nan	nan	nan	nan
288.4	331.598325538	60.783153333	-148.057611667	4.362	2018-07-27 00:10:59	nan	nan	nan	nan	nan
283.53	331.425088103	60.783208333	-148.058061667	4.244	2018-07-27 00:11:05	nan	nan	nan	nan	nan
279.72	332.25734198	60.783243333	-148.058446667	4.368	2018-07-27 00:11:10	nan	nan	nan	nan	nan
284.71	333.829188883	60.783295	-148.058828333	4.723	2018-07-27 00:11:15	nan	nan	nan	nan	nan
290.85	334.415402755	60.783361667	-148.05921	4.1	2018-07-27 00:11:20	nan	nan	nan	nan	nan
295.05	335.250756702	60.783445	-148.059586667	4.388	2018-07-27 00:11:25	nan	nan	nan	nan	nan
296.0	336.015204555	60.783545	-148.059951667	4.769	2018-07-27 00:11:30	nan	nan	nan	nan	nan
296.45	335.541402765	60.783618333	-148.060225	4.152	2018-07-27 00:11:34	nan	nan	nan	nan	nan
301.82	334.923448915	60.783725	-148.060561667	4.414	2018-07-27 00:11:39	nan	nan	nan	nan	nan
299.31	335.531482692	60.783851667	-148.060991667	4.651	2018-07-27 00:11:45	nan	nan	nan	nan	nan
295.46	335.823197867	60.783946667	-148.061351667	4.476	2018-07-27 00:11:50	nan	nan	nan	nan	nan
297.46	336.130102354	60.784041667	-148.06168	4.157	2018-07-27 00:11:55	nan	nan	nan	nan	nan
301.2	337.111357045	60.78414	-148.062006667	4.275	2018-07-27 00:12:00	nan	nan	nan	nan	nan
303.09	337.246112746	60.784233333	-148.062326667	4.08	2018-07-27 00:12:05	nan	nan	nan	nan	nan
305.87	337.300378661	60.784326667	-148.062628333	4.198	2018-07-27 00:12:10	nan	nan	nan	nan	nan
305.58	337.267291942	60.784418333	-148.062873333	4.203	2018-07-27 00:12:14	nan	nan	nan	nan	nan
306.51	337.397336475	60.784551667	-148.063258333	4.332	2018-07-27 00:12:20	nan	nan	nan	nan	nan
307.88	337.862985464	60.784638333	-148.063515	3.997	2018-07-27 00:12:24	nan	nan	nan	nan	nan
307.02	337.429487954	60.784773333	-148.063875	4.311	2018-07-27 00:12:30	nan	nan	nan	nan	nan
306.82	337.090276921	60.784888333	-148.064186667	4.152	2018-07-27 00:12:35	nan	nan	nan	nan	nan
306.01	337.418899875	60.784998333	-148.064505	4.275	2018-07-27 00:12:40	nan	nan	nan	nan	nan
300.07	336.592155076	60.785105	-148.06481	4.152	2018-07-27 00:12:45	nan	nan	nan	nan	nan
305.49	336.560186616	60.785216667	-148.065128333	4.404	2018-07-27 00:12:50	nan	nan	nan	nan	nan
304.9	336.58362148	60.785335	-148.065478333	4.44	2018-07-27 00:12:55	nan	nan	nan	nan	nan
301.54	336.485043953	60.78543	-148.065781667	3.93	2018-07-27 00:13:00	nan	nan	nan	nan	nan
300.22	336.055034229	60.785525	-148.066093333	4.152	2018-07-27 00:13:05	nan	nan	nan	nan	nan
301.77	336.431854822	60.785615	-148.066426667	4.26	2018-07-27 00:13:10	nan	nan	nan	nan	nan
299.35	336.917494778	60.785706667	-148.066736667	4.306	2018-07-27 00:13:15	nan	nan	nan	nan	nan
304.57	336.896993205	60.7858	-148.067048333	3.858	2018-07-27 00:13:20	nan	nan	nan	nan	nan
302.46	336.41234529	60.785898333	-148.067368333	4.393	2018-07-27 00:13:25	nan	nan	nan	nan	nan
300.95	335.980113745	60.786001667	-148.067691667	4.002	2018-07-27 00:13:30	nan	nan	nan	nan	nan
301.38	336.659728017	60.786098333	-148.068	4.09	2018-07-27 00:13:35	nan	nan	nan	nan	nan
301.43	336.279455628	60.786196667	-148.068308333	3.982	2018-07-27 00:13:40	nan	nan	nan	nan	nan
301.88	337.484182481	60.786286667	-148.068605	3.838	2018-07-27 00:13:45	nan	nan	nan	nan	nan
304.3	337.593134263	60.786381667	-148.068921667	4.254	2018-07-27 00:13:50	nan	nan	nan	nan	nan
305.93	338.328405587	60.786488333	-148.06926	4.085	2018-07-27 00:13:55	nan	nan	nan	nan	nan
308.07	338.159055996	60.786603333	-148.069566667	3.91	2018-07-27 00:14:00	nan	nan	nan	nan	nan
307.41	338.567535416	60.786711667	-148.06986	3.91	2018-07-27 00:14:05	nan	nan	nan	nan	nan
311.68	338.772079981	60.786826667	-148.070136667	4.311	2018-07-27 00:14:10	nan	nan	nan	nan	nan
313.47	338.510628271	60.786956667	-148.070428333	4.11	2018-07-27 00:14:15	nan	nan	nan	nan	nan
310.14	337.804510178	60.787085	-148.070711667	4.059	2018-07-27 00:14:20	nan	nan	nan	nan	nan
313.76	338.053422578	60.787215	-148.07098	3.997	2018-07-27 00:14:25	nan	nan	nan	nan	nan
305.46	338.275358165	60.78733	-148.071256667	4.157	2018-07-27 00:14:30	nan	nan	nan	nan	nan
305.61	338.709588646	60.787433333	-148.071563333	4.105	2018-07-27 00:14:35	nan	nan	nan	nan	nan
312.25	338.138668995	60.787541667	-148.071845	3.961	2018-07-27 00:14:40	nan	nan	nan	nan	nan
307.12	337.408482927	60.787648333	-148.072111667	3.972	2018-07-27 00:14:45	nan	nan	nan	nan	nan
308.24	337.862985464	60.787778333	-148.072446667	4.121	2018-07-27 00:14:51	nan	nan	nan	nan	nan
308.24	338.015625355	60.787868333	-148.072668333	4.203	2018-07-27 00:14:55	nan	nan	nan	nan	nan
307.58	338.145544434	60.787983333	-148.072933333	3.791	2018-07-27 00:15:00	nan	nan	nan	nan	nan
309.0	337.116259043	60.788091667	-148.073226667	3.987	2018-07-27 00:15:05	nan	nan	nan	nan	nan
306.5	337.473163415	60.788195	-148.073526667	4.028	2018-07-27 00:15:10	nan	nan	nan	nan	nan
307.84	337.571083997	60.788308333	-148.073805	4.064	2018-07-27 00:15:15	nan	nan	nan	nan	nan
303.39	337.179221078	60.78842	-148.074091667	3.817	2018-07-27 00:15:20	nan	nan	nan	nan	nan
308.17	337.840471023	60.788523333	-148.07439	3.884	2018-07-27 00:15:25	nan	nan	nan	nan	nan
309.33	338.505924969	60.788646667	-148.07468	4.162	2018-07-27 00:15:30	nan	nan	nan	nan	nan
307.61	338.895503683	60.788753333	-148.074975	3.946	2018-07-27 00:15:35	nan	nan	nan	nan	nan
306.44	338.744447404	60.788868333	-148.075251667	4.11	2018-07-27 00:15:40	nan	nan	nan	nan	nan
310.87	338.046070329	60.788981667	-148.075516667	3.91	2018-07-27 00:15:45	nan	nan	nan	nan	nan
310.07	339.309932474	60.789103333	-148.07579	3.997	2018-07-27 00:15:50	nan	nan	nan	nan	nan
311.45	339.929322177	60.789221667	-148.076068333	3.797	2018-07-27 00:15:55	nan	nan	nan	nan	nan
310.2	339.616734251	60.789338333	-148.076341667	3.874	2018-07-27 00:16:00	nan	nan	nan	nan	nan
318.6	338.802454341	60.789463333	-148.076593333	4.074	2018-07-27 00:16:05	nan	nan	nan	nan	nan
314.23	338.496198933	60.789593333	-148.076845	4.229	2018-07-27 00:16:10	nan	nan	nan	nan	nan
314.89	338.182107559	60.789711667	-148.077125	4.116	2018-07-27 00:16:15	nan	nan	nan	nan	nan
313.68	338.639836952	60.789835	-148.077406667	4.126	2018-07-27 00:16:20	nan	nan	nan	nan	nan
309.43	336.815913612	60.789958333	-148.077675	4.09	2018-07-27 00:16:25	nan	nan	nan	nan	nan
309.73	336.741184782	60.790083333	-148.07796	4.126	2018-07-27 00:16:30	nan	nan	nan	nan	nan
312.35	336.261557534	60.790223333	-148.078316667	4.126	2018-07-27 00:16:36	nan	nan	nan	nan	nan
309.53	336.281929172	60.790333333	-148.078568333	4.244	2018-07-27 00:16:40	nan	nan	nan	nan	nan
303.48	335.008290533	60.790458333	-148.078935	4.393	2018-07-27 00:16:46	nan	nan	nan	nan	nan
303.21	333.56577415	60.790533333	-148.079198333	4.188	2018-07-27 00:16:50	nan	nan	nan	nan	nan
302.63	332.284072264	60.79064	-148.079578333	4.188	2018-07-27 00:16:56	nan	nan	nan	nan	nan
295.6	331.472427982	60.790696667	-148.079888333	3.977	2018-07-27 00:17:01	nan	nan	nan	nan	nan
288.1	331.258371235	60.790753333	-148.08023	3.848	2018-07-27 00:17:06	nan	nan	nan	nan	nan
288.46	327.635063664	60.790801667	-148.08055	3.565	2018-07-27 00:17:11	nan	nan	nan	nan	nan
279.71	323.661733209	60.790828333	-148.080843333	2.845	2018-07-27 00:17:16	nan	nan	nan	nan	nan
253.76	321.541183621	60.790783333	-148.081086667	2.495	2018-07-27 00:17:21	nan	nan	nan	nan	nan
247.35	322.472459848	60.790758333	-148.08129	2.192	2018-07-27 00:17:26	nan	nan	nan	nan	nan
227.22	326.090847567	60.790741667	-148.081405	1.492	2018-07-27 00:17:31	nan	nan	nan	nan	nan
196.55	329.185260819	60.790695	-148.081448333	0.808	2018-07-27 00:17:36	nan	nan	nan	nan	nan
210.49	332.612894187	60.790686667	-148.08145	0.226	2018-07-27 00:17:41	nan	nan	nan	nan	nan
31.6	336.411355675	60.790681667	-148.081455	0.139	2018-07-27 00:17:46	nan	nan	nan	nan	nan
357.81	340.669814265	60.79069	-148.081451667	0.103	2018-07-27 00:17:51	nan	nan	nan	nan	nan
182.88	337.233323509	60.79069	-148.08145	0.17	2018-07-27 00:17:56	nan	nan	nan	nan	nan
357.71	334.751701318	60.790686667	-148.081451667	0.093	2018-07-27 00:18:01	nan	nan	nan	nan	nan
321.81	333.219939048	60.790696667	-148.081455	0.365	2018-07-27 00:18:06	nan	nan	nan	nan	nan
347.67	333.05382605	60.790715	-148.081471667	0.607	2018-07-27 00:18:11	nan	nan	nan	nan	nan
351.25	329.79422083	60.790743333	-148.08148	0.731	2018-07-27 00:18:16	nan	nan	nan	nan	nan
1.31	324.935699109	60.790775	-148.081486667	0.638	2018-07-27 00:18:21	nan	nan	nan	nan	nan
309.84	322.825910381	60.790791667	-148.081496667	0.221	2018-07-27 00:18:26	nan	nan	nan	nan	nan
290.92	322.059384895	60.790796667	-148.081515	0.231	2018-07-27 00:18:31	nan	nan	nan	nan	nan
292.6	321.939005805	60.7908	-148.081533333	0.175	2018-07-27 00:18:36	nan	nan	nan	nan	nan
310.34	322.936383147	60.790803333	-148.081546667	0.257	2018-07-27 00:18:41	nan	nan	nan	nan	nan
285.16	328.296866667	60.79081	-148.081568333	0.355	2018-07-27 00:18:46	nan	nan	nan	nan	nan
278.76	331.070133442	60.790811667	-148.081606667	0.566	2018-07-27 00:18:51	nan	nan	nan	nan	nan
275.34	337.969924693	60.790816667	-148.08169	1.116	2018-07-27 00:18:56	nan	nan	nan	nan	nan
289.44	343.537918872	60.790845	-148.081833333	1.296	2018-07-27 00:19:01	nan	nan	nan	nan	nan
326.68	344.980643408	60.790901667	-148.08197	1.883	2018-07-27 00:19:06	nan	nan	nan	nan	nan
326.56	344.917005861	60.790991667	-148.082091667	2.31	2018-07-27 00:19:11	nan	nan	nan	nan	nan
335.41	346.75751138	60.791093333	-148.082205	2.665	2018-07-27 00:19:16	nan	nan	nan	nan	nan
344.73	346.957266144	60.791215	-148.082311667	2.706	2018-07-27 00:19:21	nan	nan	nan	nan	nan
342.41	347.837013152	60.791356667	-148.082421667	3.205	2018-07-27 00:19:26	nan	nan	nan	nan	nan
348.08	346.873530079	60.791496667	-148.082508333	2.989	2018-07-27 00:19:31	nan	nan	nan	nan	nan
346.18	346.554232022	60.791625	-148.082583333	3.339	2018-07-27 00:19:36	nan	nan	nan	nan	nan
345.04	346.955441237	60.791755	-148.08267	3.184	2018-07-27 00:19:41	nan	nan	nan	nan	nan
341.55	344.553793022	60.79189	-148.08274	2.778	2018-07-27 00:19:46	nan	nan	nan	nan	nan
334.77	343.738801437	60.792028333	-148.08284	3.395	2018-07-27 00:19:51	nan	nan	nan	nan	nan
337.02	348.81753151	60.792146667	-148.082946667	3.349	2018-07-27 00:19:56	nan	nan	nan	nan	nan
341.98	355.386019465	60.792281667	-148.083055	3.241	2018-07-27 00:20:01	nan	nan	nan	nan	nan
357.77	359.703169755	60.79241	-148.083083333	2.634	2018-07-27 00:20:06	nan	nan	nan	nan	nan
14.02	4.94558555362	60.792526667	-148.083045	2.505	2018-07-27 00:20:11	nan	nan	nan	nan	nan
35.29	8.11783592116	60.792616667	-148.082946667	2.166	2018-07-27 00:20:16	nan	nan	nan	nan	nan
56.76	8.03025927189	60.792653333	-148.082795	1.924	2018-07-27 00:20:21	nan	nan	nan	nan	nan
72.42	9.46448039194	60.792691667	-148.082606667	2.166	2018-07-27 00:20:26	nan	nan	nan	nan	nan
71.79	8.43159272137	60.792716667	-148.082376667	2.377	2018-07-27 00:20:31	nan	nan	nan	nan	nan
85.98	8.33026648909	60.79273	-148.082158333	2.13	2018-07-27 00:20:36	nan	nan	nan	nan	nan
87.62	8.11724043617	60.792721667	-148.081958333	1.775	2018-07-27 00:20:41	nan	nan	nan	nan	nan
88.77	7.31694628817	60.792718333	-148.08176	1.79	2018-07-27 00:20:46	nan	nan	nan	nan	nan
94.28	6.36748538486	60.792715	-148.081588333	1.698	2018-07-27 00:20:51	nan	nan	nan	nan	nan
84.61	7.71989064842	60.792711667	-148.081468333	1.543	2018-07-27 00:20:56	nan	nan	nan	nan	nan
95.09	8.51539399046	60.792703333	-148.081351667	1.235	2018-07-27 00:21:01	nan	nan	nan	nan	nan
90.95	9.41472573125	60.792691667	-148.08126	0.864	2018-07-27 00:21:06	nan	nan	nan	nan	nan
52.59	9.72545315223	60.7927	-148.081176667	0.545	2018-07-27 00:21:11	nan	nan	nan	nan	nan
319.76	7.67176521802	60.792711667	-148.081168333	0.309	2018-07-27 00:21:16	nan	nan	nan	nan	nan
